,Rent,Bedrooms,Bathrooms,Parking,Size,Seller Name,Latitude,Longitude,Address,Parking Cost,Heat,Water,Hydro,Balcony,Yard,Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer,bathroom_p5,bedroom_den,bachelor_studio,major_region,minor_region,Furnished_Yes,Air Conditioning_Yes,Seller_Professional,walkScore,transitScore,bikeScore,Cleaned Seller Name
429,3095,2,2,0,950,,44.64353,-63.57578,"Queen Street, Halifax, NS",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,True,False,99,67,62,Owner
430,1900,1,1,1,521,,44.6389,-63.58989,"Seymour Street, Halifax, NS",0.0,1,1,1,1,0,1,0,0,0,0,0,0,Halifax Peninsula,SouthEnd,True,True,False,90,65,81,Owner
431,1650,1,1,0,650,,44.65333,-63.58634,"Halifax, NS B3K 3R8",75.0,0,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,False,97,71,82,Owner
432,2100,2,1,0,750,,44.65333,-63.58634,"Halifax, NS B3K 3R8",1.0,0,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,False,97,71,82,Owner
433,2023,1,1,0,747,www.metcap.com,44.65635,-63.65017,"200 Willet Street, Halifax, NS, B3M 3C5",,0,0,0,0,0,0,1,0,0,0,0,0,Mainland Halifax,Clayton Park,False,False,True,70,51,41,Metcap
434,2290,1,1,1,920,,44.67041,-63.66646,"Halifax, NS B3M 4J4",0.0,1,1,1,0,1,0,1,1,1,0,0,0,Mainland Halifax,Clayton Park,True,True,False,70,51,41,Owner
435,3000,3,1,1,1200,,44.64047,-63.62771,"159 Crown Dr, Halifax, B3N 1L2",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Mainland Halifax,Armdale,False,False,False,59,54,57,Owner
436,1250,2,1,0,1200,,44.66466,-63.66107,"Barkton Ln, Halifax, NS B3M",,1,1,1,1,0,1,1,1,1,1,0,0,Mainland Halifax,Clayton Park,False,True,True,0,0,0,Not Given
437,1800,2,1,1,400,,44.6724431,-63.4826308,"Cole Harbour Rd, Cole Harbour, NS, B2W 6J9",0.0,0,0,0,0,0,0,0,0,0,1,1,0,Dartmouth,Cole Harbour,False,True,False,5,15,14,Owner
438,2950,1,1,1,960,,44.6526135,-63.585534,"2254 Sequoia Lane, Halifax, NS",0.0,1,1,1,0,1,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,True,False,False,98,72,84,Owner
439,1350,0,1,0,980,,44.67280035,-63.5661125,"55 Dahlia Street, Dartmouth, NS",1.0,1,1,1,0,0,0,1,0,0,0,0,1,Dartmouth,Dartmouth Downtown,True,False,False,78,63,71,Owner
440,1728,1,1,1,680,,44.65776205,-63.63365338,"Supreme Court, Halifax, NS",0.0,1,1,0,1,0,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,True,False,87,58,71,Owner
441,1950,1,1,0,470,www.templetonproperties.ca,44.63835265,-63.5965965,"1545 Oxford St., Halifax, NS, B3H 3Z3",1.0,1,0,0,0,0,0,1,0,0,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,84,62,69,Templetonproperties
442,1850,1,1,0,470,www.templetonproperties.ca,44.63835265,-63.5965965,"1545 Oxford St., Halifax, NS, B3H 3Z3",1.0,1,0,0,0,0,0,1,0,0,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,84,62,69,Templetonproperties
443,1750,1,1,1,1100,,44.64689247,-63.61722717,"Halifax, NS B3L 2H7",0.0,1,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,WestEnd,False,False,True,90,63,58,Not Given
444,1200,2,1,0,672,,44.6289805,-63.57143265,"5651 Ogilvie St, Halifax, B3H 1B9",1.0,1,1,1,0,0,0,1,0,1,0,0,0,Halifax Peninsula,SouthEnd,True,False,False,47,48,61,Owner
445,2695,2,2,1,1671,,44.6989938,-63.69763384,"1000 Larry Uteck Blvd, Bedford, NS",0.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Bedford Basin,False,True,False,26,31,40,Owner
446,2150,2,1,0,771,,44.7759916,-63.6954104,"Sackville Drive, Lower Sackville, NS",1.0,0,1,0,1,0,1,0,0,0,0,0,0,Sackville,Lower Sackville,False,True,False,44,41,11,Owner
447,2895,3,2,1,1500,,44.61168,-63.61505,"Pine Grove Drive, Halifax, NS",,0,1,0,1,1,1,0,1,1,1,1,0,Mainland Halifax,Spryfield,False,False,False,70,42,43,Owner
448,1675,1,1,1,800,,44.64381,-63.59534,"1856 Walnut St, Halifax, NS B3H 3S7",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,96,66,75,Owner
449,1800,1,1,1,900,,44.6367,-63.57028,"Smith Street, Halifax, NS",0.0,0,1,0,1,0,1,0,0,1,0,0,0,Halifax Peninsula,SouthEnd,True,False,False,92,63,60,Owner
450,1023,2,1,1,800,,44.63132,-63.57508,"Atlantic St, 哈利法克斯, B3H2V7",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,SouthEnd,True,False,False,81,59,65,Owner
451,1700,1,1,0,800,,44.76105,-63.67076,"275 Sackville Drive, Lower Sackville, NS",1.0,1,1,0,1,0,1,1,0,1,0,0,0,Sackville,Lower Sackville,False,True,False,53,41,25,Owner
452,2650,2,2,1,1650,,44.7113,-63.70191,"Broad St, Bedford, NS B4B 0Z1",0.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Bedford Basin,False,True,False,15,28,33,Owner
453,2400,1,1,1,1200,,44.63812,-63.57167,"Kent St, Halifax, NS B3H",0.0,0,0,0,0,0,0,0,0,0,1,0,0,Halifax Peninsula,SouthEnd,True,True,False,95,65,54,Owner
454,2395,2,1,0,1000,,44.63677,-63.57523,"Lucknow Street, Halifax, NS",130.0,0,1,0,0,0,1,0,1,1,1,0,0,Halifax Peninsula,SouthEnd,False,True,True,92,63,67,Not Given
455,2695,2,2,0,1055,west22living.com,44.65015,-63.62388,"7037 Mumford Rd, Halifax, NS, B3L 2J1",1.0,0,0,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,WestEnd,False,False,True,80,63,74,West22living
456,2095,2,1,0,869,hillsidesuites.com,44.63993,-63.57187,"5251 South Street, Halifax, NS, B3J 4B2",,1,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,98,74,67,Hillsidesuites
457,2200,1,1,1,920,,44.67041,-63.66646,"Halifax, NS B3M 4J4",,1,1,1,0,1,0,1,1,1,0,0,0,Mainland Halifax,Clayton Park,True,True,False,70,51,41,Owner
458,1775,1,1,0,772,,44.671097,-63.5015518,"1101 Cole Harbour Road, Dartmouth, NS",25.0,1,1,0,1,1,1,0,0,0,0,0,0,Dartmouth,Cole Harbour,False,False,False,69,38,46,Owner
459,1750,1,1,1,470,,44.63733309,-63.57113139,"Halifax, NS B3H 1N7",0.0,1,1,1,0,1,0,1,1,1,0,0,0,Halifax Peninsula,SouthEnd,True,False,False,89,64,58,Owner
460,1750,0,1,1,450,,44.6390609,-63.5718388,"Tobin Street, Halifax, NS",0.0,1,1,1,1,0,0,1,1,1,0,0,1,Halifax Peninsula,SouthEnd,False,False,False,95,65,54,Owner
461,1875,1,1,0,741,,44.6655787,-63.59601539,"3150 Barrington St, Halifax, NS B3K 0C6",1.0,0,0,0,0,0,0,0,0,0,0,1,0,Halifax Peninsula,NorthEnd,False,False,False,83,52,54,Owner
462,1400,1,1,1,800,,44.6707947,-63.5510147,"Lakefront Road, Dartmouth, NS",0.0,1,1,1,0,1,1,0,0,1,0,1,0,Dartmouth,Dartmouth Downtown,True,False,False,56,49,47,Owner
463,2525,2,1,0,1338,www.capreit.ca,44.70162,-63.69171,"76 Armenia Drive, Bedford, NS, B4A 0J9",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Bedford,Bedford Basin,True,True,True,50,31,49,Capreit
464,1895,1,1,0,635,,44.65389,-63.58637,"Gottingen Street, Halifax, NS",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,True,False,96,70,87,Owner
465,2400,2,1,0,550,,44.62737,-63.57251,"Young Ave, Halifax, NS B3H 2V3",1.0,0,0,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,73,52,54,Owner
466,1700,1,1,0,800,,44.76074,-63.67008,"249 Sackville Drive, Lower Sackville, NS",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Sackville,Lower Sackville,False,True,False,59,41,25,Owner
467,2295,2,2,0,1399,,44.72504,-63.74912,"Appaloosa Run, Upper Hammonds Plains, NS",1.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Hammonds Plains,False,True,False,15,13,28,Owner
468,1350,1,1,0,500,,44.65715,-63.59571,"2709 Agricola St, Halifax, NS B3K 4C7",1.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,97,67,86,Owner
469,1795,1,1,1,750,,44.65771,-63.63437,"Supreme Court, Halifax, NS",0.0,1,1,0,1,0,1,0,1,1,0,0,0,Mainland Halifax,Clayton Park,False,True,False,87,58,71,Owner
470,1975,1,1,0,705,,44.65514,-63.60094,"Gladstone Street, Halifax, NS",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,0,0,0,Owner
471,2395,2,2,1,1450,,44.70697,-63.69734,"Ledgegate Lane, Bedford, NS",0.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Bedford Basin,False,True,False,20,30,41,Owner
472,2515,2,2,1,1610,,44.7059236,-63.618124,"Windmill Rd, Dartmouth, NS, B3B 1B7",0.0,0,0,0,0,0,0,0,0,0,0,1,0,Dartmouth,Burnside,False,True,False,44,47,40,Owner
473,1100,1,1,0,1000,,44.6487803,-63.603143,"North St, Halifax, NS, B3M 2B3",1.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,WestEnd,False,False,False,45,45,23,Owner
474,1750,1,1,0,650,,44.64172186,-63.57921774,"Halifax, NS B3J 2L1",1.0,0,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,True,True,False,10,67,71,Owner
475,2495,2,2,1,1000,,44.65589225,-63.59963973,"6100 Almon St, Halifax, NS B3K 1T8",0.0,0,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,97,66,80,Owner
476,2250,2,1,1,1200,www.upmi.ca,44.6514806,-63.58974963,"5813 Cunard Street, Halifax, NS, B3K 1E1",0.0,0,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,True,True,97,71,95,Upmi
477,2695,2,2,0,990,,44.65579,-63.59882,"Clifton Street, Halifax, NS",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,96,69,92,Owner
478,1400,1,2,1,1500,,44.70994,-63.69949,"Tilbury Ave, Bedford, NS B4B",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Bedford,Bedford Basin,False,True,False,8,29,21,Owner
479,2200,2,1,0,650,,44.60888,-63.6157,"Halifax, NS B3R 1W4",100.0,0,1,0,1,1,1,0,1,1,0,0,0,Mainland Halifax,Spryfield,False,True,False,70,41,43,Owner
480,3000,2,2,1,711,,44.64758,-63.57277,"Halifax, NS, B3K3W8",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,Downtown,False,True,False,97,68,89,Owner
481,2295,2,1,0,850,www.capreit.ca,44.6526515,-63.5808535,"2077 Brunswick Street, Halifax, NS, B3K 5T8",1.0,0,1,0,0,0,1,1,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,96,73,68,Capreit
482,1980,1,1,0,667,www.capreit.ca,44.6553915,-63.584646,"2334 Longard Plaza, Halifax, NS, B3K 5K6",1.0,1,1,0,1,0,0,1,0,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,95,71,76,Capreit
483,1795,2,1,1,850,,44.61267493,-63.6232378,"Halifax, NS B3R 1R3",0.0,1,1,0,0,0,0,1,0,1,0,0,0,Mainland Halifax,Spryfield,False,False,False,57,41,33,Owner
484,2945,2,2,1,500,,44.6616327,-63.5992423,"5548 Kaye St, Halifax, NS B3K 1Y5",0.0,0,0,0,1,0,1,0,0,0,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,97,65,76,Owner
485,1850,1,1,1,1000,,44.69367,-63.66258,"556 Bedford Hwy, Halifax, B3M 4X7",0.0,1,1,0,0,0,0,0,0,0,0,0,0,Bedford,Bedford Basin,False,False,False,2,40,25,Owner
486,1850,1,1,1,920,,44.67041,-63.66646,"Halifax, NS B3M 4J4",0.0,1,1,1,0,1,0,1,1,1,0,0,0,Mainland Halifax,Clayton Park,True,True,False,70,51,41,Owner
487,2650,2,2,1,1500,,44.66094725,-63.5983357,"3051 Isleville St, Halifax, B3K 1X7",0.0,0,1,0,1,0,1,0,0,0,0,0,0,Halifax Peninsula,NorthEnd,True,True,False,97,65,72,Owner
488,2400,2,1,1,850,,44.6507159,-63.5862635,"2075 North Park Street, Halifax, NS",0.0,0,1,0,1,0,0,0,0,1,0,0,0,Halifax Peninsula,Downtown,False,True,False,97,72,93,Owner
489,1125,1,1,0,600,,44.64437609,-63.59693865,"Halifax, NS B3H 2N3",1.0,1,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,WestEnd,False,False,False,97,65,70,Owner
490,2200,1,1,1,680,,44.6352037,-63.5699691,"960 Barrington St, Halifax, B3H 2P7",0.0,1,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,90,61,63,Owner
491,1095,2,1,0,968,,44.64155375,-63.58495029,"5885 Spring Garden Road, Halifax, NS",1.0,1,1,0,1,0,0,1,0,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,93,66,80,Owner
492,2350,1,1,1,600,,44.64067,-63.58957,"Henry Street, Halifax, NS",0.0,1,1,1,0,1,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,True,False,89,65,77,Owner
493,1795,1,1,1,600,,44.71876,-63.67328,"Shore Ave, Bedford, NS",0.0,0,1,0,1,0,0,1,1,1,0,0,0,Bedford,Bedford Basin,False,False,False,72,34,51,Owner
494,2995,3,1,0,900,,44.65515,-63.58836,"Halifax, NS B3K 3B9",125.0,1,1,0,0,1,0,1,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,96,70,87,Not Given
495,2795,2,2,1,1800,,44.69907,-63.6975,"Larry Uteck Blvd, Bedford, NS",0.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Bedford Basin,False,True,False,23,18,29,Owner
496,1795,1,2,0,1096,,44.66001,-63.59835,"5663 Macara Street, Halifax, NS",70.0,0,1,0,0,0,0,1,0,1,0,0,0,Halifax Peninsula,NorthEnd,False,False,False,98,66,76,Owner
497,2095,1,1,0,900,,44.65949,-63.59471,"Bloomfield Street, Halifax, NS",160.0,1,1,0,1,1,1,0,1,1,0,1,0,Halifax Peninsula,NorthEnd,False,True,False,97,67,83,Owner
498,1800,0,1,0,508,,44.6534,-63.59098,"2440 Agricola Street, Halifax, NS",1.0,0,1,0,1,0,1,0,1,1,0,0,1,Halifax Peninsula,NorthEnd,False,True,False,97,71,94,Owner
499,1675,1,1,0,775,,44.66107,-63.63145,"37 Main Ave, Halifax, NS B3M 1A2",1.0,0,0,0,0,0,0,0,0,0,0,0,0,Mainland Halifax,Clayton Park,False,False,False,82,57,56,Owner
500,2000,1,1,1,780,,44.67045,-63.56256,"Dartmouth, NS B2Y 1M1",0.0,0,0,0,0,0,1,0,1,1,0,0,0,Dartmouth,Dartmouth Downtown,False,True,False,90,62,80,Owner
501,1995,1,1,0,1000,,44.72522,-63.74884,"Appaloosa Run, Hammonds Plains, NS",1.0,1,1,0,1,0,1,0,1,1,1,1,0,Bedford,Hammonds Plains,False,True,False,0,0,0,Owner
502,1725,1,1,0,800,,44.66066,-63.63038,"Mcfatridge Road, Halifax, NS",1.0,0,1,0,0,0,1,0,0,1,0,0,0,Halifax Peninsula,WestEnd,False,False,False,79,58,64,Owner
503,2650,2,2,1,1600,,44.7113,-63.70191,"487 Broad St, Bedford, NS B4B 0Z1",0.0,1,1,0,1,0,1,0,0,0,0,1,0,Bedford,Bedford Basin,False,True,False,7,29,41,Owner
504,1600,1,1,0,750,,44.63371,-63.57734,"5760 Inglis Street, Halifax, NS",1.0,1,1,0,0,0,0,1,0,0,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,89,62,69,Owner
505,2700,3,1,1,800,,44.65046,-63.60229,"6061 Seaforth Street, Halifax, NS",0.0,1,1,0,0,1,0,1,0,1,0,0,0,Halifax Peninsula,WestEnd,False,False,False,93,66,82,Owner
506,2395,2,1,1,900,,44.6812943,-63.666253,"Kearney Lake Rd, Halifax, NS, B3M 3H7",0.0,1,1,0,1,0,0,1,1,1,0,0,0,Mainland Halifax,Clayton Park,False,False,False,38,30,32,Owner
507,2500,2,2,0,830,,44.6357626,-63.57970249,"Halifax, NS B3H 3A1",1.0,0,1,0,0,0,1,0,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,False,87,65,69,Owner
508,1800,1,1,0,800,,44.59188,-63.59869,"Chambers Court, Halifax, NS",-1.0,1,1,1,0,0,1,0,0,0,0,0,0,Mainland Halifax,Spryfield,False,True,False,10,36,24,Owner
509,1850,1,1,1,800,,44.64514,-63.59485,"Halifax, NS B3H 2N9",0.0,1,1,1,0,1,1,0,0,0,0,0,0,Halifax Peninsula,WestEnd,False,False,False,96,66,75,Owner
510,1450,2,1,1,650,,44.65971,-63.63483,"Halifax, NS B3M 2N4",0.0,1,1,0,1,0,0,1,0,1,0,0,0,Mainland Halifax,Clayton Park,False,False,False,86,57,62,Owner
511,1895,1,1,1,799,,44.65771,-63.63437,"Supreme Court, Halifax, NS",0.0,1,1,0,1,0,1,0,1,1,0,1,0,Mainland Halifax,Clayton Park,False,True,False,87,58,71,Owner
512,1890,1,1,1,500,,44.65301,-63.61637,"Connaught Avenue, Halifax, NS",0.0,1,1,0,1,1,1,0,0,0,0,0,0,Halifax Peninsula,WestEnd,False,False,False,85,65,71,Owner
513,2650,2,2,1,1300,,44.63938,-63.62892,"Crown Drive, Halifax, NS",0.0,0,1,0,1,0,1,0,0,0,0,1,0,Mainland Halifax,Armdale,False,False,False,54,49,52,Owner
514,1795,1,1,0,601,twin-city.lws1.com,44.65469,-63.60461,"6265 London Street, Halifax, NS, B3L 1X1",-1.0,1,1,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,NorthEnd,False,False,True,92,64,80,Twin City
515,1800,1,1,0,500,,44.64047,-63.57684,"Morris St, Halifax, NS B3J 1C4",-1.0,1,1,1,0,0,0,0,1,1,0,1,0,Halifax Peninsula,SouthEnd,False,False,False,99,67,61,Owner
516,1180,2,1,1,1000,,44.66697,-63.57539,"Dartmouth, NS B3A 1B7",0.0,1,1,1,1,0,1,0,1,1,0,0,0,Dartmouth,Dartmouth Downtown,True,True,False,83,66,69,Owner
517,1600,2,1,1,500,,44.74434,-63.65114,"Riverview Crescent, Bedford, NS",0.0,1,1,1,1,0,0,1,0,0,0,0,0,Bedford,Bedford Basin,False,True,False,45,38,34,Owner
518,2695,2,2,0,1108,hillsidesuites.com,44.63993,-63.57187,"5251 South Street, Halifax, NS, B3J 4B2",160.0,1,1,0,0,0,1,0,1,1,0,1,0,Halifax Peninsula,SouthEnd,False,False,True,98,74,67,Hillsidesuites
519,2100,0,1,0,500,www.templetonproperties.ca,44.6380516,-63.5755447,"5633 Fenwick St, Halifax, NS, B3H 1R1",1.0,1,1,0,1,0,1,0,1,1,0,0,1,Halifax Peninsula,SouthEnd,False,False,True,97,66,66,Templetonproperties
520,2260,2,1,1,600,,44.6732516,-63.5694232,"Thistle Street, Dartmouth, NS",0.0,1,1,1,1,0,1,0,0,1,0,0,0,Dartmouth,Dartmouth Downtown,True,False,False,77,65,62,Owner
521,2590,2,1,0,789,www.capreit.ca,44.64965625,-63.57908638,"1920 Brunswick Street, Halifax, NS, B3J 0C5",1.0,0,0,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,98,73,64,Capreit
522,2995,2,2,0,820,southwest.ca,44.64375615,-63.57992373,"1581 South Park Street, Halifax, NS",1.0,0,0,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,Downtown,False,True,True,10,71,77,Southwest
523,1728,1,1,1,500,,44.65406445,-63.60165896,"2759 Windsor St, Halifax, NS B3K 5E3",0.0,1,1,1,0,0,1,0,1,0,0,0,0,Halifax Peninsula,NorthEnd,False,False,False,93,66,79,Owner
524,2200,2,1,0,900,,44.6556843,-63.6198142,"3367 Federal Ave, Halifax, B3L 3X5",1.0,0,0,0,0,0,0,0,0,0,0,1,0,Halifax Peninsula,WestEnd,False,True,False,78,60,65,Owner
525,1950,1,1,0,751,www.capreit.ca,44.6502916,-63.57801692,"2001 Brunswick Street, Halifax, NS, B3J 3L8",1.0,0,1,0,1,0,0,1,0,1,0,0,0,Halifax Peninsula,Downtown,False,False,True,97,73,64,Capreit
526,1695,1,1,0,700,,44.65260295,-63.63110143,"3315 Westerwald Street, Halifax, NS",1.0,1,1,0,0,0,0,1,1,1,0,0,0,Mainland Halifax,Clayton Park,False,False,False,82,61,72,Owner
527,1895,1,1,1,1100,,44.67124,-63.66455,"Langbrae Drive, Halifax, NS",,1,1,0,1,0,0,1,1,1,0,1,0,Mainland Halifax,Clayton Park,False,False,False,70,51,41,Owner
528,1495,1,1,1,1100,,44.6701064,-63.6655223,"Langbrae Drive, Halifax, NS",0.0,1,1,0,1,0,0,1,1,1,0,0,0,Mainland Halifax,Clayton Park,False,False,False,70,51,41,Owner
529,2295,1,1,0,848,,44.64483621,-63.59865955,"Halifax, NS B3L 1A5",1.0,0,0,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,WestEnd,False,True,False,97,64,67,Owner
530,2075,1,1,0,500,,44.658992,-63.5978962,"Bilby Street, Halifax, NS",175.0,1,1,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,97,67,80,Owner
531,1650,2,1,1,650,,44.7059236,-63.618124,"Windmill Rd, Dartmouth, NS B3A 1C7",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Dartmouth,Burnside,False,False,False,44,47,40,Owner
532,1700,1,1,0,850,,44.7759916,-63.6954104,"Sackville Drive, Lower Sackville, NS",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Sackville,Lower Sackville,False,True,False,44,41,11,Owner
533,1805,0,1,0,491,www.capreit.ca,44.6412687,-63.58115585,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",1.0,0,1,0,1,0,0,1,1,1,0,0,1,Halifax Peninsula,SouthEnd,False,False,True,99,67,75,Capreit
534,1820,0,1,0,491,www.capreit.ca,44.64159,-63.58123,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",,0,1,0,1,0,0,1,1,1,0,0,1,Halifax Peninsula,SouthEnd,False,False,True,99,67,75,Capreit
535,1444,0,1,0,700,,44.6389343,-63.5714677,"5252 Tobin St, Halifax, B3H 4K2",1.0,1,1,1,1,0,0,1,1,1,0,0,1,Halifax Peninsula,SouthEnd,False,False,False,95,65,55,Owner
536,1850,2,1,0,850,,44.64992063,-63.59481262,"Halifax, NS B3K 5B7",1.0,1,1,0,1,0,0,0,1,1,0,0,0,Halifax Peninsula,WestEnd,False,False,False,96,68,88,Owner
537,2250,2,1,1,1150,,44.6037063,-63.6008925,"Alabaster Way, Halifax, NS",0.0,0,1,0,1,0,1,0,1,1,0,0,0,Mainland Halifax,Spryfield,False,True,False,11,35,18,Owner
538,2450,2,1,0,750,,44.6542427,-63.5907158,"Roberts Street, Halifax, NS",1.0,0,0,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,NorthEnd,False,True,False,97,71,94,Owner
539,1875,1,1,1,650,,44.68095,-63.69468,"Halifax, NS B3M",,1,1,1,0,1,1,0,0,1,0,0,0,Bedford,Bedford Basin,False,False,False,2,23,19,Owner
540,2000,1,1,0,500,,44.6422684,-63.5692606,"Morris St, Halifax, NS B3J 1C4",1.0,1,1,1,0,0,0,0,1,1,0,1,0,Halifax Peninsula,SouthEnd,False,False,False,99,67,61,Owner
541,2295,3,2,0,1396,www.lakecrestestates.ca,44.6632766,-63.52104994,"31 Russell Lake Drive, Dartmouth, NS, B2W 6J3",1.0,1,1,0,0,0,1,0,1,1,0,0,0,Dartmouth,Cole Harbour,False,False,True,30,33,38,Lakecrestestates
542,2050,1,1,0,690,,44.6394185,-63.59101405,"1521 Lemarchant Street, Halifax, NS",1.0,1,1,0,1,0,0,1,1,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,89,65,77,Not Given
543,2505,1,2,0,880,www.hazelviewproperties.com,44.6644649,-63.59477327,"3075 Devonshire Avenue, Halifax, NS, B3K 0H5",1.0,0,0,0,1,0,1,0,1,1,0,0,0,Halifax Peninsula,NorthEnd,False,True,True,91,64,54,Hazelviewproperties
544,1995,3,1,1,1158,,44.66118784,-63.55371044,"Dartmouth, NS B2Y 3N5",0.0,0,0,0,1,1,1,0,1,0,0,0,0,Dartmouth,Dartmouth Downtown,False,False,False,72,47,52,Owner
545,2250,2,1,1,650,,44.6492555,-63.5973169,"Duncan Street, Halifax, NS",0.0,1,1,0,0,1,1,0,0,0,0,0,0,Halifax Peninsula,WestEnd,False,False,False,96,67,83,Owner
546,2095,2,1,0,1100,,44.6476563,-63.5981392,"Allan Street, Halifax, NS",65.0,1,1,0,1,0,0,1,0,1,0,1,0,Halifax Peninsula,WestEnd,False,False,False,97,66,77,Owner
547,2500,2,2,0,919,,44.65163615,-63.58075959,"5426 Portland Pl, Halifax, NS B3K 1A1",175.0,0,0,0,0,0,0,0,0,0,0,0,0,Halifax Peninsula,Downtown,False,True,False,96,73,66,Owner
548,2635,2,1,0,968,www.capreit.ca,44.63530235,-63.57682805,"1030 South Park Street, Halifax, NS, B3J 2K9",1.0,0,1,0,1,0,0,1,0,1,0,0,0,Halifax Peninsula,SouthEnd,False,False,True,99,67,69,Capreit
549,1495,1,1,1,800,,44.6733189,-63.58558004,"Dartmouth, NS B3A 1L1",0.0,1,1,0,0,0,0,1,0,1,0,0,0,Dartmouth,Dartmouth Downtown,False,False,False,78,62,61,Owner
550,2295,2,2,1,1395,,44.72506432,-63.74789223,"183 Appaloosa Run, Upper Hammonds Plains, NS",0.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Hammonds Plains,False,True,False,13,13,28,Owner
551,2400,1,1,0,825,,44.6520715,-63.5872933,"Cunard Street, Halifax, NS",1.0,0,1,0,0,0,1,0,0,0,0,0,0,Halifax Peninsula,Downtown,False,True,False,97,70,95,Owner
552,1675,1,1,1,600,,44.6706936,-63.5639134,"Crichton Ave, Dartmouth, NS, B3A3R3",0.0,0,0,0,0,0,0,0,0,0,0,0,0,Dartmouth,Dartmouth Downtown,False,False,True,59,55,47,Not Given
553,2100,2,2,0,1352,,44.6811811,-63.53841823,"67 Tacoma Drive, Dartmouth, NS",1.0,1,1,0,1,0,1,0,1,1,0,0,0,Dartmouth,Dartmouth Downtown,False,True,False,78,48,55,Owner
554,2295,2,2,0,1400,,44.7252049,-63.7483418,"Appaloosa Run, Hammonds Plains, NS",1.0,1,1,0,1,0,1,0,1,1,0,1,0,Bedford,Hammonds Plains,False,True,False,15,13,28,Owner
555,1850,1,1,1,750,,44.66397635,-63.64438864,"179 Lacewood Dr, Halifax, NS B3M 2N9",0.0,1,1,0,0,1,0,1,0,0,0,0,0,Mainland Halifax,Clayton Park,False,False,False,64,54,33,Owner
